ICD9編碼,ICD10編碼,ICD9內容,ICD10內容,對應情形
814.0,S62.101A,"腕骨閉鎖性骨折Unspecified fracture of carpal bone, closed","右側腕部未明示腕骨之閉鎖性骨折之初期照護Fracture of unspecified carpal bone, right wrist, initial encounter for closed fracture",10000
814.0,S62.102A,"腕骨閉鎖性骨折Unspecified fracture of carpal bone, closed","左側腕部未明示腕骨閉鎖性骨折之初期照護Fracture of unspecified carpal bone, left wrist, initial encounter for closed fracture",10000
814.0,S62.109A,"腕骨閉鎖性骨折Unspecified fracture of carpal bone, closed","未明示側性腕部未明示腕骨閉鎖性骨折之初期照護Fracture of unspecified carpal bone, unspecified wrist, initial encounter for closed fracture",10000
814.01,S62.001A,"腕部舟狀骨閉鎖性骨折Fracture of navicular (scaphoid) of wrist, closed","右側腕部舟狀骨閉鎖性骨折之初期照護Unspecified fracture of navicular [scaphoid] bone of right wrist, initial encounter for closed fracture",10000
814.01,S62.002A,"腕部舟狀骨閉鎖性骨折Fracture of navicular (scaphoid) of wrist, closed","左側腕部舟狀骨閉鎖性骨折之初期照護Unspecified fracture of navicular [scaphoid] bone of left wrist, initial encounter for closed fracture",10000
814.01,S62.009A,"腕部舟狀骨閉鎖性骨折Fracture of navicular (scaphoid) of wrist, closed","未明示側性腕部舟狀骨閉鎖性骨折之初期照護Unspecified fracture of navicular [scaphoid] bone of unspecified wrist, initial encounter for closed fracture",10000
814.01,S62.011A,"腕部舟狀骨閉鎖性骨折Fracture of navicular (scaphoid) of wrist, closed","右側腕部舟狀骨遠端移位閉鎖性骨折之初期照護Displaced fracture of distal pole of navicular [scaphoid] bone of right wrist, initial encounter for closed fracture",10000
814.01,S62.012A,"腕部舟狀骨閉鎖性骨折Fracture of navicular (scaphoid) of wrist, closed","左側腕部舟狀骨遠端移位閉鎖性骨折之初期照護Displaced fracture of distal pole of navicular [scaphoid] bone of left wrist, initial encounter for closed fracture",10000
814.01,S62.013A,"腕部舟狀骨閉鎖性骨折Fracture of navicular (scaphoid) of wrist, closed","未明示側性腕部舟狀骨遠端移位閉鎖性骨折之初期照護Displaced fracture of distal pole of navicular [scaphoid] bone of unspecified wrist, initial encounter for closed fracture",10000
814.01,S62.014A,"腕部舟狀骨閉鎖性骨折Fracture of navicular (scaphoid) of wrist, closed","右側腕部舟狀骨遠端非移位閉鎖性骨折之初期照護Nondisplaced fracture of distal pole of navicular [scaphoid] bone of right wrist, initial encounter for closed fracture",10000
814.01,S62.015A,"腕部舟狀骨閉鎖性骨折Fracture of navicular (scaphoid) of wrist, closed","左側腕部舟狀骨遠端非移位閉鎖性骨折之初期照護Nondisplaced fracture of distal pole of navicular [scaphoid] bone of left wrist, initial encounter for closed fracture",10000
814.01,S62.016A,"腕部舟狀骨閉鎖性骨折Fracture of navicular (scaphoid) of wrist, closed","未明示側性腕部舟狀骨遠端非移位閉鎖性骨折之初期照護Nondisplaced fracture of distal pole of navicular [scaphoid] bone of unspecified wrist, initial encounter for closed fracture",10000
814.01,S62.021A,"腕部舟狀骨閉鎖性骨折Fracture of navicular (scaphoid) of wrist, closed","右側腕部舟狀骨中間三分之一移位閉鎖性骨折之初期照護Displaced fracture of middle third of navicular [scaphoid] bone of right wrist, initial encounter for closed fracture",10000
814.01,S62.022A,"腕部舟狀骨閉鎖性骨折Fracture of navicular (scaphoid) of wrist, closed","左側腕部舟狀骨中間三分之一移位閉鎖性骨折之初期照護Displaced fracture of middle third of navicular [scaphoid] bone of left wrist, initial encounter for closed fracture",10000
814.01,S62.023A,"腕部舟狀骨閉鎖性骨折Fracture of navicular (scaphoid) of wrist, closed","未明示側性腕部舟狀骨中間三分之一移位閉鎖性骨折之初期照護Displaced fracture of middle third of navicular [scaphoid] bone of unspecified wrist, initial encounter for closed fracture",10000
