ICD9編碼,ICD10編碼,ICD9內容,ICD10內容,對應情形
812.0,S42.201A,"肱骨上端閉鎖性骨折Fracture in unspecified part of upper end of humerus, closed","右側肱骨上端閉鎖性骨折之初期照護Unspecified fracture of upper end of right humerus, initial encounter for closed fracture",10000
812.0,S42.202A,"肱骨上端閉鎖性骨折Fracture in unspecified part of upper end of humerus, closed","左側肱骨上端閉鎖性骨折之初期照護Unspecified fracture of upper end of left humerus, initial encounter for closed fracture",10000
812.0,S42.209A,"肱骨上端閉鎖性骨折Fracture in unspecified part of upper end of humerus, closed","未明示側性肱骨上端閉鎖性骨折之初期照護Unspecified fracture of upper end of unspecified humerus, initial encounter for closed fracture",10000
812.01,S42.211A,"肱骨外科頸閉鎖性骨折Fracture of surgical neck of humerus, closed","右側肱骨外科頸移位閉鎖性骨折之初期照護Unspecified displaced fracture of surgical neck of right humerus, initial encounter for closed fracture",10000
812.01,S42.212A,"肱骨外科頸閉鎖性骨折Fracture of surgical neck of humerus, closed","左側肱骨外科頸移位閉鎖性骨折之初期照護Unspecified displaced fracture of surgical neck of left humerus, initial encounter for closed fracture",10000
812.01,S42.213A,"肱骨外科頸閉鎖性骨折Fracture of surgical neck of humerus, closed","未明示側性肱骨外科頸移位閉鎖性骨折之初期照護Unspecified displaced fracture of surgical neck of unspecified humerus, initial encounter for closed fracture",10000
812.01,S42.214A,"肱骨外科頸閉鎖性骨折Fracture of surgical neck of humerus, closed","右側肱骨外科頸非移位閉鎖性骨折之初期照護Unspecified nondisplaced fracture of surgical neck of right humerus, initial encounter for closed fracture",10000
812.01,S42.215A,"肱骨外科頸閉鎖性骨折Fracture of surgical neck of humerus, closed","左側肱骨外科頸非移位閉鎖性骨折之初期照護Unspecified nondisplaced fracture of surgical neck of left humerus, initial encounter for closed fracture",10000
812.01,S42.216A,"肱骨外科頸閉鎖性骨折Fracture of surgical neck of humerus, closed","未明示側性肱骨外科頸非移位閉鎖性骨折之初期照護Unspecified nondisplaced fracture of surgical neck of unspecified humerus, initial encounter for closed fracture",10000
812.01,S42.221A,"肱骨外科頸閉鎖性骨折Fracture of surgical neck of humerus, closed","右側肱骨外科頸兩部份移位閉鎖性骨折之初期照護2-part displaced fracture of surgical neck of right humerus, initial encounter for closed fracture",10000
812.01,S42.222A,"肱骨外科頸閉鎖性骨折Fracture of surgical neck of humerus, closed","左側肱骨外科頸兩部份移位閉鎖性骨折之初期照護2-part displaced fracture of surgical neck of left humerus, initial encounter for closed fracture",10000
812.01,S42.223A,"肱骨外科頸閉鎖性骨折Fracture of surgical neck of humerus, closed","未明示側性肱骨外科頸兩部份移位閉鎖性骨折之初期照護2-part displaced fracture of surgical neck of unspecified humerus, initial encounter for closed fracture",10000
812.01,S42.224A,"肱骨外科頸閉鎖性骨折Fracture of surgical neck of humerus, closed","右側肱骨外科頸兩部份非移位閉鎖性骨折之初期照護2-part nondisplaced fracture of surgical neck of right humerus, initial encounter for closed fracture",10000
812.01,S42.225A,"肱骨外科頸閉鎖性骨折Fracture of surgical neck of humerus, closed","左側肱骨外科頸兩部份非移位閉鎖性骨折之初期照護2-part nondisplaced fracture of surgical neck of left humerus, initial encounter for closed fracture",10000
812.01,S42.226A,"肱骨外科頸閉鎖性骨折Fracture of surgical neck of humerus, closed","未明示側性肱骨外科頸兩部份非移位閉鎖性骨折之初期照護2-part nondisplaced fracture of surgical neck of unspecified humerus, initial encounter for closed fracture",10000
812.01,S42.231A,"肱骨外科頸閉鎖性骨折Fracture of surgical neck of humerus, closed","右側肱骨外科頸三部份閉鎖性骨折之初期照護3-part fracture of surgical neck of right humerus, initial encounter for closed fracture",10000
