ICD9編碼,ICD10編碼,ICD9內容,ICD10內容,對應情形
815.0,S62.309A,"掌骨閉鎖性骨折Fracture in unspecified site of metacarpal bone(s), closed","未明示掌骨閉鎖性骨折之初期照護Unspecified fracture of unspecified metacarpal bone, initial encounter for closed fracture",10000
815.0,S62.319A,"掌骨閉鎖性骨折Fracture in unspecified site of metacarpal bone(s), closed","未明示掌骨基底部移位閉鎖性骨折之初期照護Displaced fracture of base of unspecified metacarpal bone, initial encounter for closed fracture",10000
815.0,S62.329A,"掌骨閉鎖性骨折Fracture in unspecified site of metacarpal bone(s), closed","未明示掌骨骨幹移位閉鎖性骨折之初期照護Displaced fracture of shaft of unspecified metacarpal bone, initial encounter for closed fracture",10000
815.0,S62.339A,"掌骨閉鎖性骨折Fracture in unspecified site of metacarpal bone(s), closed","未明示掌骨頸移位閉鎖性骨折之初期照護Displaced fracture of neck of unspecified metacarpal bone, initial encounter for closed fracture",10000
815.0,S62.349A,"掌骨閉鎖性骨折Fracture in unspecified site of metacarpal bone(s), closed","未明示掌骨基底部非移位閉鎖性骨折之初期照護Nondisplaced fracture of base of unspecified metacarpal bone, initial encounter for closed fracture",10000
815.0,S62.359A,"掌骨閉鎖性骨折Fracture in unspecified site of metacarpal bone(s), closed","未明示掌骨骨幹非移位閉鎖性骨折之初期照護Nondisplaced fracture of shaft of unspecified metacarpal bone, initial encounter for closed fracture",10000
815.0,S62.369A,"掌骨閉鎖性骨折Fracture in unspecified site of metacarpal bone(s), closed","未明示掌骨頸非移位閉鎖性骨折之初期照護Nondisplaced fracture of neck of unspecified metacarpal bone, initial encounter for closed fracture",10000
815.0,S62.399A,"掌骨閉鎖性骨折Fracture in unspecified site of metacarpal bone(s), closed","未明示掌骨其他閉鎖性骨折之初期照護Other fracture of unspecified metacarpal bone, initial encounter for closed fracture",10000
815.01,S62.201A,"掌骨大拇指基底部閉鎖性骨折Fracture of base of thumb (first) metacarpal, closed","右側手部未明示性第一掌骨骨折閉鎖性骨折之初期照護Unspecified fracture of first metacarpal bone, right hand, initial encounter for closed fracture",10000
815.01,S62.202A,"掌骨大拇指基底部閉鎖性骨折Fracture of base of thumb (first) metacarpal, closed","左側手部未明示性第一掌骨骨折閉鎖性骨折之初期照護Unspecified fracture of first metacarpal bone, left hand, initial encounter for closed fracture",10000
