ICD9編碼,ICD10編碼,ICD9內容,ICD10內容,對應情形
811.0,S42.101A,"肩胛骨閉鎖性骨折Fracture in unspecified part of scapula, closed","右側肩胛骨未明示部位閉鎖性骨折之初期照護Fracture of unspecified part of scapula, right shoulder, initial encounter for closed fracture",10000
811.0,S42.102A,"肩胛骨閉鎖性骨折Fracture in unspecified part of scapula, closed","左側肩胛骨未明示部位閉肩胛性骨折之初期照護Fracture of unspecified part of scapula, left shoulder, initial encounter for closed fracture",10000
811.0,S42.109A,"肩胛骨閉鎖性骨折Fracture in unspecified part of scapula, closed","未明示側性肩胛骨未明示部位閉鎖骨折之初期照護Fracture of unspecified part of scapula, unspecified shoulder, initial encounter for closed fracture",10000
811.01,S42.121A,"肩胛骨肩峰突閉鎖性骨折Fracture in acromial process of scapula, closed","右側肩峰突移位閉鎖性骨折之初期照護Displaced fracture of acromial process, right shoulder, initial encounter for closed fracture",10000
811.01,S42.122A,"肩胛骨肩峰突閉鎖性骨折Fracture in acromial process of scapula, closed","左側肩峰突移位閉鎖性骨折之初期照護Displaced fracture of acromial process, left shoulder, initial encounter for closed fracture",10000
811.01,S42.123A,"肩胛骨肩峰突閉鎖性骨折Fracture in acromial process of scapula, closed","未明示側性肩峰突移位閉鎖性骨折之初期照護Displaced fracture of acromial process, unspecified shoulder, initial encounter for closed fracture",10000
811.01,S42.124A,"肩胛骨肩峰突閉鎖性骨折Fracture in acromial process of scapula, closed","右側肩峰突非移位閉鎖性骨折之初期照護Nondisplaced fracture of acromial process, right shoulder, initial encounter for closed fracture",10000
811.01,S42.125A,"肩胛骨肩峰突閉鎖性骨折Fracture in acromial process of scapula, closed","左側肩峰突非移位閉鎖性骨折之初期照護Nondisplaced fracture of acromial process, left shoulder, initial encounter for closed fracture",10000
811.01,S42.126A,"肩胛骨肩峰突閉鎖性骨折Fracture in acromial process of scapula, closed","未明示側性肩舺骨肩峰突非移位閉鎖性骨折之初期照護Nondisplaced fracture of acromial process, unspecified shoulder, initial encounter for closed fracture",10000
811.02,S42.131A,"肩胛骨喙突閉鎖性骨折Fracture in coracoid process of scapula, closed","右側肩舺骨喙突移位閉鎖性骨折之初期照護Displaced fracture of coracoid process, right shoulder, initial encounter for closed fracture",10000
811.02,S42.132A,"肩胛骨喙突閉鎖性骨折Fracture in coracoid process of scapula, closed","左側肩舺骨喙突移位閉鎖性骨折之初期照護Displaced fracture of coracoid process, left shoulder, initial encounter for closed fracture",10000
811.02,S42.133A,"肩胛骨喙突閉鎖性骨折Fracture in coracoid process of scapula, closed","未明示側性肩舺骨喙突移位閉鎖性骨折之初期照護Displaced fracture of coracoid process, unspecified shoulder, initial encounter for closed fracture",10000
811.02,S42.134A,"肩胛骨喙突閉鎖性骨折Fracture in coracoid process of scapula, closed","右側肩舺骨喙突非移位閉鎖性骨折之初期照護Nondisplaced fracture of coracoid process, right shoulder, initial encounter for closed fracture",10000
811.02,S42.135A,"肩胛骨喙突閉鎖性骨折Fracture in coracoid process of scapula, closed","左側肩舺骨喙突非移位閉鎖性骨折之初期照護Nondisplaced fracture of coracoid process, left shoulder, initial encounter for closed fracture",10000
811.02,S42.136A,"肩胛骨喙突閉鎖性骨折Fracture in coracoid process of scapula, closed","未明示側性肩舺骨喙突非移位閉鎖性骨折之初期照護Nondisplaced fracture of coracoid process, unspecified shoulder, initial encounter for closed fracture",10000
811.03,S42.141A,"肩胛骨頸部及關節盂閉鎖性骨折Fracture in glenoid cavity and neck of scapula, closed","右側肩舺關節盂移位閉鎖性骨折之初期照護Displaced fracture of glenoid cavity of scapula, right shoulder, initial encounter for closed fracture",10000
811.03,S42.142A,"肩胛骨頸部及關節盂閉鎖性骨折Fracture in glenoid cavity and neck of scapula, closed","左側肩舺關節盂移位閉鎖性骨折之初期照護Displaced fracture of glenoid cavity of scapula, left shoulder, initial encounter for closed fracture",10000
811.03,S42.143A,"肩胛骨頸部及關節盂閉鎖性骨折Fracture in glenoid cavity and neck of scapula, closed","未明示側性肩舺關節盂移位閉鎖性骨折之初期照護Displaced fracture of glenoid cavity of scapula, unspecified shoulder, initial encounter for closed fracture",10000
811.03,S42.144A,"肩胛骨頸部及關節盂閉鎖性骨折Fracture in glenoid cavity and neck of scapula, closed","右側肩舺關節盂非移位閉鎖性骨折之初期照護Nondisplaced fracture of glenoid cavity of scapula, right shoulder, initial encounter for closed fracture",10000
811.03,S42.145A,"肩胛骨頸部及關節盂閉鎖性骨折Fracture in glenoid cavity and neck of scapula, closed","左側肩舺關節盂非移位閉鎖性骨折之初期照護Nondisplaced fracture of glenoid cavity of scapula, left shoulder, initial encounter for closed fracture",10000
811.03,S42.146A,"肩胛骨頸部及關節盂閉鎖性骨折Fracture in glenoid cavity and neck of scapula, closed","未明示側性肩舺關節盂非移位閉鎖性骨折之初期照護Nondisplaced fracture of glenoid cavity of scapula, unspecified shoulder, initial encounter for closed fracture",10000
811.03,S42.151A,"肩胛骨頸部及關節盂閉鎖性骨折Fracture in glenoid cavity and neck of scapula, closed","右側肩舺骨頸部移位閉鎖性骨折之初期照護Displaced fracture of neck of scapula, right shoulder, initial encounter for closed fracture",10000
811.03,S42.152A,"肩胛骨頸部及關節盂閉鎖性骨折Fracture in glenoid cavity and neck of scapula, closed","左側肩舺骨頸部移位閉鎖性骨折之初期照護Displaced fracture of neck of scapula, left shoulder, initial encounter for closed fracture",10000
811.03,S42.153A,"肩胛骨頸部及關節盂閉鎖性骨折Fracture in glenoid cavity and neck of scapula, closed","未明示側性肩舺骨頸部移位閉鎖性骨折之初期照護Displaced fracture of neck of scapula, unspecified shoulder, initial encounter for closed fracture",10000
811.03,S42.154A,"肩胛骨頸部及關節盂閉鎖性骨折Fracture in glenoid cavity and neck of scapula, closed","右側肩舺骨頸部非移位閉鎖性骨折之初期照護Nondisplaced fracture of neck of scapula, right shoulder, initial encounter for closed fracture",10000
