ICD9編碼,ICD10編碼,ICD9內容,ICD10內容,對應情形
813.01,S52.021A,"尺骨鷹嘴突閉鎖性骨折Fracture of olecranon process of ulna, closed","右側尺骨鷹嘴突移位閉鎖性骨折未伴有關節內伸展之初期照護Displaced fracture of olecranon process without intraarticular extension of right ulna, initial encounter for closed fracture",10000
813.01,S52.022A,"尺骨鷹嘴突閉鎖性骨折Fracture of olecranon process of ulna, closed","左側尺骨鷹嘴突移位閉鎖性骨折未伴有關節內伸展之初期照護Displaced fracture of olecranon process without intraarticular extension of left ulna, initial encounter for closed fracture",10000
813.01,S52.023A,"尺骨鷹嘴突閉鎖性骨折Fracture of olecranon process of ulna, closed","未明示側性尺骨鷹嘴突移位閉鎖性骨折未伴有關節內伸展之初期照護Displaced fracture of olecranon process without intraarticular extension of unspecified ulna, initial encounter for closed fracture",10000
813.01,S52.024A,"尺骨鷹嘴突閉鎖性骨折Fracture of olecranon process of ulna, closed","右側尺骨鷹嘴突非移位閉鎖性骨折未伴有關節內伸展之初期照護Nondisplaced fracture of olecranon process without intraarticular extension of right ulna, initial encounter for closed fracture",10000
813.01,S52.025A,"尺骨鷹嘴突閉鎖性骨折Fracture of olecranon process of ulna, closed","左側尺骨鷹嘴突非移位閉鎖性骨折未伴有關節內伸展之初期照護Nondisplaced fracture of olecranon process without intraarticular extension of left ulna, initial encounter for closed fracture",10000
813.01,S52.026A,"尺骨鷹嘴突閉鎖性骨折Fracture of olecranon process of ulna, closed","未明示側性尺骨鷹嘴突非移位閉鎖性骨折未伴有關節內伸展之初期照護Nondisplaced fracture of olecranon process without intraarticular extension of unspecified ulna, initial encounter for closed fracture",10000
813.01,S52.031A,"尺骨鷹嘴突閉鎖性骨折Fracture of olecranon process of ulna, closed","右側尺骨鷹嘴突移位閉鎖性骨折併關節內伸展之初期照護Displaced fracture of olecranon process with intraarticular extension of right ulna, initial encounter for closed fracture",10000
813.01,S52.032A,"尺骨鷹嘴突閉鎖性骨折Fracture of olecranon process of ulna, closed","左側尺骨鷹嘴突移位閉鎖性骨折併關節內伸展之初期照護Displaced fracture of olecranon process with intraarticular extension of left ulna, initial encounter for closed fracture",10000
813.01,S52.033A,"尺骨鷹嘴突閉鎖性骨折Fracture of olecranon process of ulna, closed","未明示側性尺骨鷹嘴突移位閉鎖性骨折併關節內伸展之初期照護Displaced fracture of olecranon process with intraarticular extension of unspecified ulna, initial encounter for closed fracture",10000
813.01,S52.034A,"尺骨鷹嘴突閉鎖性骨折Fracture of olecranon process of ulna, closed","右側尺骨鷹嘴突非移位閉鎖性骨折併關節內伸展之初期照護Nondisplaced fracture of olecranon process with intraarticular extension of right ulna, initial encounter for closed fracture",10000
