ICD9編碼,ICD10編碼,ICD9內容,ICD10內容,對應情形
820.0,S72.011A,"股骨頸部之囊內部份閉鎖性骨折Unspecified fracture of intracapsular section of femur, closed","右側股骨頸囊內閉鎖性骨折之初期照護Unspecified intracapsular fracture of right femur, initial encounter for closed fracture",10000
820.0,S72.012A,"股骨頸部之囊內部份閉鎖性骨折Unspecified fracture of intracapsular section of femur, closed","左側股骨頸囊內閉鎖性骨折之初期照護Unspecified intracapsular fracture of left femur, initial encounter for closed fracture",10000
820.0,S72.019A,"股骨頸部之囊內部份閉鎖性骨折Unspecified fracture of intracapsular section of femur, closed","未明示側性股骨頸囊內閉鎖性骨折之初期照護Unspecified intracapsular fracture of unspecified femur, initial encounter for closed fracture",10000
820.01,S72.021A,"穿過股骨頸部(上部)(分離)閉鎖性骨折Fracture of epiphysis (separation) (upper)of femur, closed","右側股骨近端骨?移位閉鎖性骨折(分離)之初期照護Displaced fracture of epiphysis (separation) (upper) of right femur, initial encounter for closed fracture",10000
820.01,S72.022A,"穿過股骨頸部(上部)(分離)閉鎖性骨折Fracture of epiphysis (separation) (upper)of femur, closed","左側股骨近端骨?移位閉鎖性骨折(分離)之初期照護Displaced fracture of epiphysis (separation) (upper) of left femur, initial encounter for closed fracture",10000
820.01,S72.023A,"穿過股骨頸部(上部)(分離)閉鎖性骨折Fracture of epiphysis (separation) (upper)of femur, closed","未明示側性股骨近端骨?移位閉鎖性骨折(分離)之初期照護Displaced fracture of epiphysis (separation) (upper) of unspecified femur, initial encounter for closed fracture",10000
820.01,S72.024A,"穿過股骨頸部(上部)(分離)閉鎖性骨折Fracture of epiphysis (separation) (upper)of femur, closed","右側股骨近端骨?非移位閉鎖性骨折(分離)之初期照護Nondisplaced fracture of epiphysis (separation) (upper) of right femur, initial encounter for closed fracture",10000
820.01,S72.025A,"穿過股骨頸部(上部)(分離)閉鎖性骨折Fracture of epiphysis (separation) (upper)of femur, closed","左側股骨近端骨?非移位閉鎖性骨折(分離)之初期照護Nondisplaced fracture of epiphysis (separation) (upper) of left femur, initial encounter for closed fracture",10000
820.01,S72.026A,"穿過股骨頸部(上部)(分離)閉鎖性骨折Fracture of epiphysis (separation) (upper)of femur, closed","未明示側性股骨近端骨?非移位閉鎖性骨折(分離)之初期照護Nondisplaced fracture of epiphysis (separation) (upper) of unspecified femur, initial encounter for closed fracture",10000
820.01,S79.001A,"穿過股骨頸部(上部)(分離)閉鎖性骨折Fracture of epiphysis (separation) (upper)of femur, closed","右側股骨近端閉鎖性骨?骨折之初期照護Unspecified physeal fracture of upper end of right femur, initial encounter for closed fracture",10000
820.01,S79.002A,"穿過股骨頸部(上部)(分離)閉鎖性骨折Fracture of epiphysis (separation) (upper)of femur, closed","左側股骨近端閉鎖性骨?骨折之初期照護Unspecified physeal fracture of upper end of left femur, initial encounter for closed fracture",10000
820.01,S79.009A,"穿過股骨頸部(上部)(分離)閉鎖性骨折Fracture of epiphysis (separation) (upper)of femur, closed","未明示側性股骨近端閉鎖性骨?骨折之初期照護Unspecified physeal fracture of upper end of unspecified femur, initial encounter for closed fracture",10000
820.01,S79.011A,"穿過股骨頸部(上部)(分離)閉鎖性骨折Fracture of epiphysis (separation) (upper)of femur, closed","右側股骨近端閉鎖性Salter-Harris 第I型骨?骨折之初期照護Salter-Harris Type I physeal fracture of upper end of right femur, initial encounter for closed fracture",10000
820.01,S79.012A,"穿過股骨頸部(上部)(分離)閉鎖性骨折Fracture of epiphysis (separation) (upper)of femur, closed","左側股骨近端閉鎖性Salter-Harris 第I型骨?骨折之初期照護Salter-Harris Type I physeal fracture of upper end of left femur, initial encounter for closed fracture",10000
820.01,S79.019A,"穿過股骨頸部(上部)(分離)閉鎖性骨折Fracture of epiphysis (separation) (upper)of femur, closed","未明示側性股骨近端閉鎖性Salter-Harris 第I型骨?骨折之初期照護Salter-Harris Type I physeal fracture of upper end of unspecified femur, initial encounter for closed fracture",10000
820.01,S79.091A,"穿過股骨頸部(上部)(分離)閉鎖性骨折Fracture of epiphysis (separation) (upper)of femur, closed","右側股骨近端閉鎖性其他骨?骨折之初期照護Other physeal fracture of upper end of right femur, initial encounter for closed fracture",10000
820.01,S79.092A,"穿過股骨頸部(上部)(分離)閉鎖性骨折Fracture of epiphysis (separation) (upper)of femur, closed","左側股骨近端閉鎖性其他骨?骨折之初期照護Other physeal fracture of upper end of left femur, initial encounter for closed fracture",10000
820.01,S79.099A,"穿過股骨頸部(上部)(分離)閉鎖性骨折Fracture of epiphysis (separation) (upper)of femur, closed","未明示側性股骨近端閉鎖性其他骨?骨折之初期照護Other physeal fracture of upper end of unspecified femur, initial encounter for closed fracture",10000
