ICD9編碼,ICD10編碼,ICD9內容,ICD10內容,對應情形
803.0,S02.91XA,"其他顱骨閉鎖性骨折未提及顱內損傷，未明示意識狀態Other and unqualified skull fracture, closed without mention of intracranial injury, unspecified state of consciousness","顱骨閉鎖性骨折之初期照護Unspecified fracture of skull, initial encounter for closed fracture",10000
803.01,S02.91XA,"其他顱骨閉鎖性骨折未提及顱內損傷，合併無意識喪失Other and unqualified skull fracture, closed without mention of intracranial injury, with no loss consciousness","顱骨閉鎖性骨折之初期照護Unspecified fracture of skull, initial encounter for closed fracture",10000
803.02,S02.91XA,"其他顱骨閉鎖性骨折未提及顱內損傷，合併暫時性(1小時以內)意識喪失Other and unqualified skull fracture, closed without mention of intracranial injury, with brief (less than one hour) loss of consciousness","顱骨閉鎖性骨折之初期照護Unspecified fracture of skull, initial encounter for closed fracture",10000
803.03,S02.91XA,"其他顱骨閉鎖性骨折未提及顱內損傷，合併中度(1～24小時)意識喪失Other and unqualified skull fracture, closed without mention of intracranial injury, with moderate (1-24 hours) loss of consciousness and return to pre-existing conscious level","顱骨閉鎖性骨折之初期照護Unspecified fracture of skull, initial encounter for closed fracture",10000
803.04,S02.91XA,"其他顱骨閉鎖性骨折未提及顱內損傷，合併長期(24小時以上)意識喪失，同時神智有回復到先前的意識水準Other and unqualified skull fracture, closed without mention of intracranial injury, with prolonged (more than 24 hours) loss of consciousness and return to pre-existing conscious level","顱骨閉鎖性骨折之初期照護Unspecified fracture of skull, initial encounter for closed fracture",10000
803.05,S02.91XA,"其他顱骨閉鎖性骨折未提及顱內損傷，合併長期(24小時以上)意識喪失，神智未回復到先前意識水準Other and unqualified skull fracture, closed without mention of intracranial injury, with prolonged loss (more than 24 hours) of consciousness, without return to pre-existing conscious level","顱骨閉鎖性骨折之初期照護Unspecified fracture of skull, initial encounter for closed fracture",10000
803.06,S02.91XA,"其他顱骨閉鎖性骨折未提及顱內損傷，合併意識喪失但未明示時間Other and unqualified skull fracture, closed without mention of intracranial injury, with loss of consciousness of unspecified duration","顱骨閉鎖性骨折之初期照護Unspecified fracture of skull, initial encounter for closed fracture",10000
803.09,S02.91XA,"其他顱骨閉鎖性骨折未提及顱內損傷，合併腦震盪Other and unqualified skull fracture, closed without mention of intracranial injury, with concussion, unspecified","顱骨閉鎖性骨折之初期照護Unspecified fracture of skull, initial encounter for closed fracture",10000
803.1,S02.91XA,"其他顱骨閉鎖性骨折伴有腦撕裂傷及挫傷，未明示意識狀態Other and unqualified skull fracture, closed with cerebral laceration and contusion, unspecified state of consciousness","顱骨閉鎖性骨折之初期照護Unspecified fracture of skull, initial encounter for closed fracture",10111
803.1,S06.330A,"其他顱骨閉鎖性骨折伴有腦撕裂傷及挫傷，未明示意識狀態Other and unqualified skull fracture, closed with cerebral laceration and contusion, unspecified state of consciousness","小腦挫傷及裂傷，未明示側性未伴有意識喪失之初期照護Contusion and laceration of cerebrum, unspecified, without loss of consciousness, initial encounter",10112
803.11,S02.91XA,"其他顱骨閉鎖性骨折伴有腦撕裂傷及挫傷，合併無意識喪失Other and unqualified skull fracture, closed with cerebral laceration and contusion, with no loss consciousness","顱骨閉鎖性骨折之初期照護Unspecified fracture of skull, initial encounter for closed fracture",10111
803.11,S06.330A,"其他顱骨閉鎖性骨折伴有腦撕裂傷及挫傷，合併無意識喪失Other and unqualified skull fracture, closed with cerebral laceration and contusion, with no loss consciousness","小腦挫傷及裂傷，未明示側性未伴有意識喪失之初期照護Contusion and laceration of cerebrum, unspecified, without loss of consciousness, initial encounter",10112
803.12,S02.91XA,"其他顱骨閉鎖性骨折伴有腦撕裂傷及挫傷，合併暫時性(1小時以內)意識喪失Other and unqualified skull fracture, closed with cerebral laceration and contusion, with brief (less than one hour) loss of consciousness","顱骨閉鎖性骨折之初期照護Unspecified fracture of skull, initial encounter for closed fracture",10111
803.12,S06.331A,"其他顱骨閉鎖性骨折伴有腦撕裂傷及挫傷，合併暫時性(1小時以內)意識喪失Other and unqualified skull fracture, closed with cerebral laceration and contusion, with brief (less than one hour) loss of consciousness","小腦挫傷及裂傷，未明示側性伴有少於30分鐘意識喪失之初期照護Contusion and laceration of cerebrum, unspecified, with loss of consciousness of 30 minutes or less, initial encounter",10112
803.12,S06.332A,"其他顱骨閉鎖性骨折伴有腦撕裂傷及挫傷，合併暫時性(1小時以內)意識喪失Other and unqualified skull fracture, closed with cerebral laceration and contusion, with brief (less than one hour) loss of consciousness","小腦挫傷及裂傷，未明示側性伴有31分鐘-59分鐘意識喪失之初期照護Contusion and laceration of cerebrum, unspecified, with loss of consciousness of 31 minutes to 59 minutes, initial encounter",10112
803.13,S02.91XA,"其他顱骨閉鎖性骨折伴有腦撕裂傷及挫傷，合併中度(1～24小時)意識喪失Other and unqualified skull fracture, closed with cerebral laceration and contusion, with moderate (1-24 hours) loss of consciousness and return to pre-existing conscious level","顱骨閉鎖性骨折之初期照護Unspecified fracture of skull, initial encounter for closed fracture",10111
803.13,S06.333A,"其他顱骨閉鎖性骨折伴有腦撕裂傷及挫傷，合併中度(1～24小時)意識喪失Other and unqualified skull fracture, closed with cerebral laceration and contusion, with moderate (1-24 hours) loss of consciousness and return to pre-existing conscious level","小腦挫傷及裂傷，未明示側性伴有1小時-5小時59分鐘意識喪失之初期照護Contusion and laceration of cerebrum, unspecified, with loss of consciousness of 1 hour to 5 hours 59 minutes, initial encounter",10112
