ICD9編碼,ICD10編碼,ICD9內容,ICD10內容,對應情形
823.01,S82.831A,"腓骨上端閉鎖性骨折Fracture of upper end of fibula alone, closed","右側腓骨上端及下端其他閉鎖性骨折之初期照護Other fracture of upper and lower end of right fibula, initial encounter for closed fracture",10000
823.01,S82.832A,"腓骨上端閉鎖性骨折Fracture of upper end of fibula alone, closed","左側腓骨上端及下端其他閉鎖性骨折之初期照護Other fracture of upper and lower end of left fibula, initial encounter for closed fracture",10000
823.01,S82.839A,"腓骨上端閉鎖性骨折Fracture of upper end of fibula alone, closed","未明示側性腓骨上端及下端其他閉鎖性骨折之初期照護Other fracture of upper and lower end of unspecified fibula, initial encounter for closed fracture",10000
823.01,S89.201A,"腓骨上端閉鎖性骨折Fracture of upper end of fibula alone, closed","右側腓骨上端生長板閉鎖性骨折之初期照護Unspecified physeal fracture of upper end of right fibula, initial encounter for closed fracture",10000
823.01,S89.202A,"腓骨上端閉鎖性骨折Fracture of upper end of fibula alone, closed","左側腓骨上端生長板閉鎖性骨折之初期照護Unspecified physeal fracture of upper end of left fibula, initial encounter for closed fracture",10000
823.01,S89.209A,"腓骨上端閉鎖性骨折Fracture of upper end of fibula alone, closed","未明示側性腓骨上端生長板閉鎖性骨折之初期照護Unspecified physeal fracture of upper end of unspecified fibula, initial encounter for closed fracture",10000
823.01,S89.211A,"腓骨上端閉鎖性骨折Fracture of upper end of fibula alone, closed","右側腓骨上端Salter-Harris Type I 生長板閉鎖性骨折之初期照護Salter-Harris Type I physeal fracture of upper end of right fibula, initial encounter for closed fracture",10000
823.01,S89.212A,"腓骨上端閉鎖性骨折Fracture of upper end of fibula alone, closed","左側腓骨上端Salter-Harris Type I 生長板閉鎖性骨折之初期照護Salter-Harris Type I physeal fracture of upper end of left fibula, initial encounter for closed fracture",10000
823.01,S89.219A,"腓骨上端閉鎖性骨折Fracture of upper end of fibula alone, closed","未明示側性腓骨上端Salter-Harris Type I 生長板閉鎖性骨折之初期照護Salter-Harris Type I physeal fracture of upper end of unspecified fibula, initial encounter for closed fracture",10000
823.01,S89.221A,"腓骨上端閉鎖性骨折Fracture of upper end of fibula alone, closed","右側腓骨上端Salter-Harris Type II 生長板閉鎖性骨折之初期照護Salter-Harris Type II physeal fracture of upper end of right fibula, initial encounter for closed fracture",10000
823.01,S89.222A,"腓骨上端閉鎖性骨折Fracture of upper end of fibula alone, closed","左側腓骨上端Salter-Harris Type II 生長板閉鎖性骨折之初期照護Salter-Harris Type II physeal fracture of upper end of left fibula, initial encounter for closed fracture",10000
823.01,S89.229A,"腓骨上端閉鎖性骨折Fracture of upper end of fibula alone, closed","未明示側性腓骨上端Salter-Harris Type II 生長板閉鎖性骨折之初期照護Salter-Harris Type II physeal fracture of upper end of unspecified fibula, initial encounter for closed fracture",10000
