ICD9編碼,ICD10編碼,ICD9內容,ICD10內容,對應情形
805.0,S12.9XXA,"頸椎閉鎖性骨折Fracture in unspecified level of cervical vertebra, closed","頸部骨折之初期照護Fracture of neck, unspecified, initial encounter",10000
805.01,S12.000A,"第一頸椎閉鎖性骨折Fracture of first cervical vertebra, closed","第一頸椎移位閉鎖性骨折之初期照護Unspecified displaced fracture of first cervical vertebra, initial encounter for closed fracture",10000
805.01,S12.001A,"第一頸椎閉鎖性骨折Fracture of first cervical vertebra, closed","第一頸椎非移位閉鎖性骨折之初期照護Unspecified nondisplaced fracture of first cervical vertebra, initial encounter for closed fracture",10000
805.01,S12.01xA,"第一頸椎閉鎖性骨折Fracture of first cervical vertebra, closed","第一頸椎穩定爆裂閉鎖性骨折之初期照護Stable burst fracture of first cervical vertebra, initial encounter for closed fracture",10000
805.01,S12.02xA,"第一頸椎閉鎖性骨折Fracture of first cervical vertebra, closed","第一頸椎不穩定爆裂閉鎖性骨折之初期照護Unstable burst fracture of first cervical vertebra, initial encounter for closed fracture",10000
805.01,S12.030A,"第一頸椎閉鎖性骨折Fracture of first cervical vertebra, closed","第一頸椎後弓移位閉鎖性骨折之初期照護Displaced posterior arch fracture of first cervical vertebra, initial encounter for closed fracture",10000
805.01,S12.031A,"第一頸椎閉鎖性骨折Fracture of first cervical vertebra, closed","第一頸椎後弓非移位閉鎖性骨折之初期照護Nondisplaced posterior arch fracture of first cervical vertebra, initial encounter for closed fracture",10000
805.01,S12.040A,"第一頸椎閉鎖性骨折Fracture of first cervical vertebra, closed","第一頸椎側塊移位閉鎖性骨折之初期照護Displaced lateral mass fracture of first cervical vertebra, initial encounter for closed fracture",10000
805.01,S12.041A,"第一頸椎閉鎖性骨折Fracture of first cervical vertebra, closed","第一頸椎側塊非移位閉鎖性骨折之初期照護Nondisplaced lateral mass fracture of first cervical vertebra, initial encounter for closed fracture",10000
805.01,S12.090A,"第一頸椎閉鎖性骨折Fracture of first cervical vertebra, closed","第一頸椎其他移位閉鎖性骨折之初期照護Other displaced fracture of first cervical vertebra, initial encounter for closed fracture",10000
805.01,S12.091A,"第一頸椎閉鎖性骨折Fracture of first cervical vertebra, closed","第一頸椎其他非移位閉鎖性骨折之初期照護Other nondisplaced fracture of first cervical vertebra, initial encounter for closed fracture",10000
805.02,S12.100A,"第二頸椎閉鎖性骨折Fracture of second cervical vertebra, closed","第二頸椎移位閉鎖性骨折之初期照護Unspecified displaced fracture of second cervical vertebra, initial encounter for closed fracture",10000
805.02,S12.101A,"第二頸椎閉鎖性骨折Fracture of second cervical vertebra, closed","第二頸椎非移位閉鎖性骨折之初期照護Unspecified nondisplaced fracture of second cervical vertebra, initial encounter for closed fracture",10000
805.02,S12.110A,"第二頸椎閉鎖性骨折Fracture of second cervical vertebra, closed","第二頸椎前側第 II 型齒狀突移位閉鎖性骨折之初期照護Anterior displaced Type II dens fracture, initial encounter for closed fracture",10000
805.02,S12.111A,"第二頸椎閉鎖性骨折Fracture of second cervical vertebra, closed","第二頸椎後側第 II 型齒狀突移位閉鎖性骨折之初期照護Posterior displaced Type II dens fracture, initial encounter for closed fracture",10000
805.02,S12.112A,"第二頸椎閉鎖性骨折Fracture of second cervical vertebra, closed","第二頸椎後側第 II 型齒狀突非移位閉鎖性骨折之初期照護Nondisplaced Type II dens fracture, initial encounter for closed fracture",10000
805.02,S12.120A,"第二頸椎閉鎖性骨折Fracture of second cervical vertebra, closed","第二頸椎其他齒狀突移位閉鎖性骨折之初期照護Other displaced dens fracture, initial encounter for closed fracture",10000
805.02,S12.121A,"第二頸椎閉鎖性骨折Fracture of second cervical vertebra, closed","第二頸椎其他齒狀突非移位閉鎖性骨折之初期照護Other nondisplaced dens fracture, initial encounter for closed fracture",10000
805.02,S12.130A,"第二頸椎閉鎖性骨折Fracture of second cervical vertebra, closed","第二頸椎創傷性移位滑脫閉鎖性骨折之初期照護Unspecified traumatic displaced spondylolisthesis of second cervical vertebra, initial encounter for closed fracture",10000
805.02,S12.131A,"第二頸椎閉鎖性骨折Fracture of second cervical vertebra, closed","第二頸椎創傷性非移位滑脫閉鎖性骨折之初期照護Unspecified traumatic nondisplaced spondylolisthesis of second cervical vertebra, initial encounter for closed fracture",10000
805.02,S12.14xA,"第二頸椎閉鎖性骨折Fracture of second cervical vertebra, closed","第二頸椎第 III 型創傷性滑脫閉鎖性骨折之初期照護Type III traumatic spondylolisthesis of second cervical vertebra, initial encounter for closed fracture",10000
805.02,S12.150A,"第二頸椎閉鎖性骨折Fracture of second cervical vertebra, closed","第二頸椎其他創傷性移位滑脫閉鎖性骨折之初期照護Other traumatic displaced spondylolisthesis of second cervical vertebra, initial encounter for closed fracture",10000
805.02,S12.151A,"第二頸椎閉鎖性骨折Fracture of second cervical vertebra, closed","第二頸椎其他創傷性非移位滑脫閉鎖性骨折之初期照護Other traumatic nondisplaced spondylolisthesis of second cervical vertebra, initial encounter for closed fracture",10000
805.02,S12.190A,"第二頸椎閉鎖性骨折Fracture of second cervical vertebra, closed","第二頸椎其他移位閉鎖性骨折之初期照護Other displaced fracture of second cervical vertebra, initial encounter for closed fracture",10000
805.02,S12.191A,"第二頸椎閉鎖性骨折Fracture of second cervical vertebra, closed","第二頸椎其他非移位閉鎖性骨折之初期照護Other nondisplaced fracture of second cervical vertebra, initial encounter for closed fracture",10000
805.03,S12.200A,"第三頸椎閉鎖性骨折Fracture of third cervical vertebra, closed","第三頸椎移位閉鎖性骨折之初期照護Unspecified displaced fracture of third cervical vertebra, initial encounter for closed fracture",10000
805.03,S12.201A,"第三頸椎閉鎖性骨折Fracture of third cervical vertebra, closed","第三頸椎非移位閉鎖性骨折之初期照護Unspecified nondisplaced fracture of third cervical vertebra, initial encounter for closed fracture",10000
805.03,S12.230A,"第三頸椎閉鎖性骨折Fracture of third cervical vertebra, closed","第三頸椎創傷性移位滑脫閉鎖性骨折之初期照護Unspecified traumatic displaced spondylolisthesis of third cervical vertebra, initial encounter for closed fracture",10000
805.03,S12.231A,"第三頸椎閉鎖性骨折Fracture of third cervical vertebra, closed","第三頸椎創傷性非移位滑脫閉鎖性骨折之初期照護Unspecified traumatic nondisplaced spondylolisthesis of third cervical vertebra, initial encounter for closed fracture",10000
805.03,S12.24xA,"第三頸椎閉鎖性骨折Fracture of third cervical vertebra, closed","第三頸椎第 III 型創傷性滑脫閉鎖性骨折之初期照護Type III traumatic spondylolisthesis of third cervical vertebra, initial encounter for closed fracture",10000
805.03,S12.250A,"第三頸椎閉鎖性骨折Fracture of third cervical vertebra, closed","第三頸椎其他創傷性移位滑脫閉鎖性骨折之初期照護Other traumatic displaced spondylolisthesis of third cervical vertebra, initial encounter for closed fracture",10000
805.03,S12.251A,"第三頸椎閉鎖性骨折Fracture of third cervical vertebra, closed","第三頸椎其他創傷性非移位滑脫閉鎖性骨折之初期照護Other traumatic nondisplaced spondylolisthesis of third cervical vertebra, initial encounter for closed fracture",10000
805.03,S12.290A,"第三頸椎閉鎖性骨折Fracture of third cervical vertebra, closed","第三頸椎其他移位閉鎖性骨折之初期照護Other displaced fracture of third cervical vertebra, initial encounter for closed fracture",10000
805.03,S12.291A,"第三頸椎閉鎖性骨折Fracture of third cervical vertebra, closed","第三頸椎其他非移位閉鎖性骨折之初期照護Other nondisplaced fracture of third cervical vertebra, initial encounter for closed fracture",10000
805.04,S12.300A,"第四頸椎閉鎖性骨折Fracture of fourth cervical vertebra, closed","第四頸椎移位閉鎖性骨折之初期照護Unspecified displaced fracture of fourth cervical vertebra, initial encounter for closed fracture",10000
805.04,S12.301A,"第四頸椎閉鎖性骨折Fracture of fourth cervical vertebra, closed","第四頸椎非移位閉鎖性骨折之初期照護Unspecified nondisplaced fracture of fourth cervical vertebra, initial encounter for closed fracture",10000
805.04,S12.330A,"第四頸椎閉鎖性骨折Fracture of fourth cervical vertebra, closed","第四頸椎創傷性移位滑脫閉鎖性骨折之初期照護Unspecified traumatic displaced spondylolisthesis of fourth cervical vertebra, initial encounter for closed fracture",10000
805.04,S12.331A,"第四頸椎閉鎖性骨折Fracture of fourth cervical vertebra, closed","第四頸椎創傷性非移位滑脫閉鎖性骨折之初期照護Unspecified traumatic nondisplaced spondylolisthesis of fourth cervical vertebra, initial encounter for closed fracture",10000
805.04,S12.34xA,"第四頸椎閉鎖性骨折Fracture of fourth cervical vertebra, closed","第四頸椎第三型創傷性滑脫閉鎖性骨折之初期照護Type III traumatic spondylolisthesis of fourth cervical vertebra, initial encounter for closed fracture",10000
805.04,S12.350A,"第四頸椎閉鎖性骨折Fracture of fourth cervical vertebra, closed","第四頸椎其他創傷性移位滑脫閉鎖性骨折之初期照護Other traumatic displaced spondylolisthesis of fourth cervical vertebra, initial encounter for closed fracture",10000
