ICD9編碼,ICD10編碼,ICD9內容,ICD10內容,對應情形
816.0,S62.501A,"指骨閉鎖性骨折Unspecified fracture of phalanx or phalanges, closed","右側拇指未明示指骨閉鎖性骨折之初期照護Fracture of unspecified phalanx of right thumb, initial encounter for closed fracture",10000
816.0,S62.502A,"指骨閉鎖性骨折Unspecified fracture of phalanx or phalanges, closed","左側拇指未明示指骨閉鎖性骨折之初期照護Fracture of unspecified phalanx of left thumb, initial encounter for closed fracture",10000
816.0,S62.509A,"指骨閉鎖性骨折Unspecified fracture of phalanx or phalanges, closed","未明示側性拇指未明示指骨閉鎖性骨折之初期照護Fracture of unspecified phalanx of unspecified thumb, initial encounter for closed fracture",10000
816.0,S62.600A,"指骨閉鎖性骨折Unspecified fracture of phalanx or phalanges, closed","右側食指未明示指骨閉鎖性骨折之初期照護Fracture of unspecified phalanx of right index finger, initial encounter for closed fracture",10000
816.0,S62.601A,"指骨閉鎖性骨折Unspecified fracture of phalanx or phalanges, closed","左側食指未明示指骨閉鎖性骨折之初期照護Fracture of unspecified phalanx of left index finger, initial encounter for closed fracture",10000
816.0,S62.602A,"指骨閉鎖性骨折Unspecified fracture of phalanx or phalanges, closed","右側中指未明示指骨閉鎖性骨折之初期照護Fracture of unspecified phalanx of right middle finger, initial encounter for closed fracture",10000
816.0,S62.603A,"指骨閉鎖性骨折Unspecified fracture of phalanx or phalanges, closed","左側中指未明示指骨閉鎖性骨折之初期照護Fracture of unspecified phalanx of left middle finger, initial encounter for closed fracture",10000
816.0,S62.604A,"指骨閉鎖性骨折Unspecified fracture of phalanx or phalanges, closed","右側無名指未明示指骨閉鎖性骨折之初期照護Fracture of unspecified phalanx of right ring finger, initial encounter for closed fracture",10000
816.0,S62.605A,"指骨閉鎖性骨折Unspecified fracture of phalanx or phalanges, closed","左側無名指未明示指骨閉鎖性骨折之初期照護Fracture of unspecified phalanx of left ring finger, initial encounter for closed fracture",10000
816.0,S62.606A,"指骨閉鎖性骨折Unspecified fracture of phalanx or phalanges, closed","右側小指未明示指骨閉鎖性骨折之初期照護Fracture of unspecified phalanx of right little finger, initial encounter for closed fracture",10000
816.0,S62.607A,"指骨閉鎖性骨折Unspecified fracture of phalanx or phalanges, closed","左側小指未明示指骨閉鎖性骨折之初期照護Fracture of unspecified phalanx of left little finger, initial encounter for closed fracture",10000
816.0,S62.608A,"指骨閉鎖性骨折Unspecified fracture of phalanx or phalanges, closed","其他手指未明示指骨閉鎖性骨折之初期照護Fracture of unspecified phalanx of other finger, initial encounter for closed fracture",10000
816.0,S62.609A,"指骨閉鎖性骨折Unspecified fracture of phalanx or phalanges, closed","未明示手指未明示指骨閉鎖性骨折之初期照護Fracture of unspecified phalanx of unspecified finger, initial encounter for closed fracture",10000
816.01,S62.511A,"指骨中段或近端閉鎖性骨折Fracture of middle or proximal phalanx or phalanges, closed","右側拇指近端指骨移位閉鎖性骨折之初期照護Displaced fracture of proximal phalanx of right thumb, initial encounter for closed fracture",10000
816.01,S62.512A,"指骨中段或近端閉鎖性骨折Fracture of middle or proximal phalanx or phalanges, closed","左側拇指近端指骨移位閉鎖性骨折之初期照護Displaced fracture of proximal phalanx of left thumb, initial encounter for closed fracture",10000
816.01,S62.513A,"指骨中段或近端閉鎖性骨折Fracture of middle or proximal phalanx or phalanges, closed","未明示側性拇指近端指骨移位閉鎖性骨折之初期照護Displaced fracture of proximal phalanx of unspecified thumb, initial encounter for closed fracture",10000
816.01,S62.514A,"指骨中段或近端閉鎖性骨折Fracture of middle or proximal phalanx or phalanges, closed","右側拇指近端指骨非移位閉鎖性骨折之初期照護Nondisplaced fracture of proximal phalanx of right thumb, initial encounter for closed fracture",10000
816.01,S62.515A,"指骨中段或近端閉鎖性骨折Fracture of middle or proximal phalanx or phalanges, closed","左側拇指近端指骨非移位閉鎖性骨折之初期照護Nondisplaced fracture of proximal phalanx of left thumb, initial encounter for closed fracture",10000
816.01,S62.516A,"指骨中段或近端閉鎖性骨折Fracture of middle or proximal phalanx or phalanges, closed","未明示側性拇指近端指骨非移位閉鎖性骨折之初期照護Nondisplaced fracture of proximal phalanx of unspecified thumb, initial encounter for closed fracture",10000
816.01,S62.610A,"指骨中段或近端閉鎖性骨折Fracture of middle or proximal phalanx or phalanges, closed","右側食指近端指骨移位閉鎖性骨折之初期照護Displaced fracture of proximal phalanx of right index finger, initial encounter for closed fracture",10000
816.01,S62.611A,"指骨中段或近端閉鎖性骨折Fracture of middle or proximal phalanx or phalanges, closed","左側食指近端指骨移位閉鎖性骨折之初期照護Displaced fracture of proximal phalanx of left index finger, initial encounter for closed fracture",10000
816.01,S62.612A,"指骨中段或近端閉鎖性骨折Fracture of middle or proximal phalanx or phalanges, closed","右側中指近端指骨移位閉鎖性骨折之初期照護Displaced fracture of proximal phalanx of right middle finger, initial encounter for closed fracture",10000
